ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
30593,AFF Championship,2007-01-14,Thailand,Philippines,4.0,0.0,1
30594,Friendly,2007-01-14,Venezuela,Sweden,2.0,0.0,1
30595,CFU Caribbean Cup,2007-01-15,Haiti,Barbados,2.0,0.0,0
30596,AFF Championship,2007-01-15,Singapore,Laos,11.0,0.0,1
30597,CFU Caribbean Cup,2007-01-15,Trinidad and Tobago,Martinique,5.0,1.0,1
30598,AFF Championship,2007-01-15,Vietnam,Indonesia,1.0,1.0,0
30599,AFF Championship,2007-01-16,Myanmar,Philippines,0.0,0.0,0
30600,CFU Caribbean Cup,2007-01-16,Guadeloupe,Guyana,3.0,4.0,0
30601,AFF Championship,2007-01-16,Thailand,Malaysia,1.0,0.0,1
30602,CFU Caribbean Cup,2007-01-17,Barbados,Martinique,2.0,3.0,0
30603,Gulf Cup,2007-01-17,Kuwait,Yemen,1.0,1.0,0
30604,AFF Championship,2007-01-17,Singapore,Indonesia,2.0,2.0,1
30605,CFU Caribbean Cup,2007-01-17,Trinidad and Tobago,Haiti,3.0,1.0,1
30606,Gulf Cup,2007-01-17,United Arab Emirates,Oman,1.0,2.0,1
30607,AFF Championship,2007-01-17,Vietnam,Laos,9.0,0.0,0
30608,CFU Caribbean Cup,2007-01-18,Cuba,Guyana,0.0,0.0,0
30609,Friendly,2007-01-18,Ecuador,Sweden,2.0,1.0,1
30610,Gulf Cup,2007-01-18,Qatar,Iraq,0.0,1.0,0
30611,Gulf Cup,2007-01-18,Saudi Arabia,Bahrain,2.0,1.0,0
30612,CFU Caribbean Cup,2007-01-18,Saint Vincent and the Grenadines,Guadeloupe,0.0,1.0,0
30613,CFU Caribbean Cup,2007-01-20,Guadeloupe,Haiti,1.0,3.0,0
30614,Gulf Cup,2007-01-20,Kuwait,Oman,1.0,2.0,0
30615,CFU Caribbean Cup,2007-01-20,Trinidad and Tobago,Cuba,3.0,1.0,1
30616,Gulf Cup,2007-01-20,United Arab Emirates,Yemen,2.0,1.0,1
30617,Gulf Cup,2007-01-21,Bahrain,Iraq,1.0,1.0,0
30618,Friendly,2007-01-21,Ecuador,Sweden,1.0,1.0,1
30619,Gulf Cup,2007-01-21,Saudi Arabia,Qatar,1.0,1.0,0
30620,CFU Caribbean Cup,2007-01-23,Cuba,Guadeloupe,2.0,1.0,0
30621,AFF Championship,2007-01-23,Malaysia,Singapore,1.0,1.0,1
30622,Gulf Cup,2007-01-23,Oman,Yemen,2.0,1.0,0
30623,CFU Caribbean Cup,2007-01-23,Trinidad and Tobago,Haiti,1.0,2.0,1
30624,Gulf Cup,2007-01-23,United Arab Emirates,Kuwait,3.0,2.0,1
30625,Gulf Cup,2007-01-24,Qatar,Bahrain,1.0,2.0,0
30626,Gulf Cup,2007-01-24,Saudi Arabia,Iraq,1.0,0.0,0
30627,AFF Championship,2007-01-24,Vietnam,Thailand,0.0,2.0,1
30628,Friendly,2007-01-24,Zanzibar,Northern Cyprus,2.0,1.0,1
30629,Gulf Cup,2007-01-27,Oman,Bahrain,1.0,0.0,0
30630,AFF Championship,2007-01-27,Singapore,Malaysia,1.0,1.0,1
30631,Gulf Cup,2007-01-27,United Arab Emirates,Saudi Arabia,1.0,0.0,1
30632,AFF Championship,2007-01-28,Thailand,Vietnam,0.0,0.0,1
30633,Gulf Cup,2007-01-30,United Arab Emirates,Oman,1.0,0.0,1
30634,Friendly,2007-01-31,Panama,Trinidad and Tobago,2.0,1.0,1
30635,AFF Championship,2007-01-31,Singapore,Thailand,2.0,1.0,1
30636,Friendly,2007-02-03,Poland,Estonia,4.0,0.0,0
30637,Friendly,2007-02-04,Costa Rica,Trinidad and Tobago,4.0,0.0,1
30638,AFF Championship,2007-02-04,Thailand,Singapore,1.0,1.0,1
30639,Friendly,2007-02-06,Australia,Denmark,1.0,3.0,0
30640,Friendly,2007-02-06,Botswana,Namibia,1.0,0.0,1
30641,Cyprus International Tournament,2007-02-06,Cyprus,Hungary,2.0,1.0,1
30642,Friendly,2007-02-06,Greece,South Korea,0.0,1.0,0
30643,Friendly,2007-02-06,Ivory Coast,Guinea,1.0,0.0,0
30644,Cyprus International Tournament,2007-02-06,Latvia,Bulgaria,0.0,2.0,0
30645,Friendly,2007-02-06,Lithuania,Mali,1.0,3.0,0
30646,Friendly,2007-02-06,Nigeria,Ghana,1.0,4.0,0
30647,Friendly,2007-02-06,Northern Ireland,Wales,0.0,0.0,1
30648,Friendly,2007-02-06,Portugal,Brazil,2.0,0.0,0
30649,Friendly,2007-02-07,Albania,North Macedonia,0.0,1.0,1
30650,Friendly,2007-02-07,Algeria,Libya,2.0,1.0,1
30651,Friendly,2007-02-07,Andorra,Armenia,0.0,0.0,1
30652,Friendly,2007-02-07,Belgium,Czech Republic,0.0,2.0,1
30653,Friendly,2007-02-07,China,Kazakhstan,2.0,1.0,1
30654,Friendly,2007-02-07,Colombia,Uruguay,1.0,3.0,1
30655,Friendly,2007-02-07,Croatia,Norway,2.0,1.0,1
30656,Cyprus International Tournament,2007-02-07,Cyprus,Bulgaria,0.0,3.0,1
30657,Friendly,2007-02-07,Egypt,Sweden,2.0,0.0,1
30658,Friendly,2007-02-07,England,Spain,0.0,1.0,1
30659,Friendly,2007-02-07,France,Argentina,0.0,1.0,1
30660,Friendly,2007-02-07,Georgia,Turkey,1.0,0.0,1
30661,Friendly,2007-02-07,Germany,Switzerland,3.0,1.0,1
30662,Friendly,2007-02-07,Iran,Belarus,2.0,2.0,1
30663,Friendly,2007-02-07,Israel,Ukraine,1.0,1.0,1
30664,Cyprus International Tournament,2007-02-07,Latvia,Hungary,0.0,2.0,0
30665,Friendly,2007-02-07,Luxembourg,Gambia,2.0,1.0,1
30666,Friendly,2007-02-07,Malta,Austria,1.0,1.0,1
30667,Friendly,2007-02-07,Morocco,Tunisia,1.0,1.0,1
30668,Friendly,2007-02-07,Netherlands,Russia,4.0,1.0,1
30669,Friendly,2007-02-07,Poland,Slovakia,2.0,2.0,0
30670,Friendly,2007-02-07,Romania,Moldova,2.0,0.0,1
30671,UEFA Euro qualification,2007-02-07,San Marino,Republic of Ireland,1.0,2.0,1
30672,Friendly,2007-02-07,Senegal,Benin,2.0,1.0,0
30673,Friendly,2007-02-07,Slovenia,Estonia,1.0,0.0,1
30674,Friendly,2007-02-07,Togo,Cameroon,2.0,2.0,1
30675,Friendly,2007-02-07,United States,Mexico,2.0,0.0,1
30676,Friendly,2007-02-07,Uzbekistan,Azerbaijan,0.0,0.0,1
30677,Friendly,2007-02-07,Venezuela,Chile,0.0,1.0,1
30678,UNCAF Cup,2007-02-08,El Salvador,Belize,2.0,1.0,1
30679,UNCAF Cup,2007-02-08,Guatemala,Nicaragua,1.0,0.0,0
30680,UNCAF Cup,2007-02-09,Costa Rica,Honduras,3.0,1.0,0
30681,UNCAF Cup,2007-02-10,El Salvador,Nicaragua,2.0,1.0,1
30682,UNCAF Cup,2007-02-10,Guatemala,Belize,1.0,0.0,0
30683,UNCAF Cup,2007-02-11,Honduras,Panama,1.0,1.0,0
30684,UNCAF Cup,2007-02-12,El Salvador,Guatemala,0.0,0.0,1
30685,UNCAF Cup,2007-02-12,Nicaragua,Belize,4.0,2.0,0
30686,Friendly,2007-02-13,Lesotho,Eswatini,0.0,1.0,1
30687,UNCAF Cup,2007-02-13,Panama,Costa Rica,1.0,0.0,0
30688,UNCAF Cup,2007-02-15,Nicaragua,Honduras,1.0,9.0,0
30689,UNCAF Cup,2007-02-16,El Salvador,Costa Rica,0.0,2.0,1
30690,UNCAF Cup,2007-02-16,Panama,Guatemala,2.0,0.0,0
30691,UNCAF Cup,2007-02-18,Costa Rica,Panama,1.0,1.0,0
30692,UNCAF Cup,2007-02-18,El Salvador,Guatemala,0.0,1.0,1
30693,Friendly,2007-02-22,Benin,Chad,0.0,1.0,1
30694,Friendly,2007-02-28,Mexico,Venezuela,3.0,1.0,0
30695,Friendly,2007-03-07,Azerbaijan,Uzbekistan,1.0,0.0,0
30696,Friendly,2007-03-07,Kazakhstan,Kyrgyzstan,2.0,0.0,1
30697,Friendly,2007-03-09,Kazakhstan,Azerbaijan,1.0,0.0,1
30698,Friendly,2007-03-09,Kyrgyzstan,Uzbekistan,0.0,6.0,0
30699,Friendly,2007-03-11,Azerbaijan,Kyrgyzstan,1.0,0.0,0
30700,Friendly,2007-03-11,Kazakhstan,Uzbekistan,1.0,1.0,1
30701,Muratti Vase,2007-03-17,Alderney,Guernsey,0.0,5.0,1
30702,Friendly,2007-03-18,Eswatini,Lesotho,0.0,1.0,1
30703,Friendly,2007-03-20,Libya,Mauritania,0.0,0.0,1
30704,Friendly,2007-03-21,Mauritius,Ivory Coast,0.0,3.0,1
30705,Friendly,2007-03-22,Jamaica,Switzerland,0.0,2.0,0
30706,UEFA Euro qualification,2007-03-24,Albania,Slovenia,0.0,0.0,1
30707,African Cup of Nations qualification,2007-03-24,Algeria,Cape Verde,2.0,0.0,1
30708,Friendly,2007-03-24,Austria,Ghana,1.0,1.0,1
30709,Friendly,2007-03-24,Brazil,Chile,4.0,0.0,0
30710,African Cup of Nations qualification,2007-03-24,Burkina Faso,Mozambique,1.0,1.0,1
30711,African Cup of Nations qualification,2007-03-24,Cameroon,Liberia,3.0,1.0,1
30712,African Cup of Nations qualification,2007-03-24,Chad,South Africa,0.0,3.0,1
30713,Friendly,2007-03-24,China,Australia,0.0,2.0,1
30714,Friendly,2007-03-24,Costa Rica,New Zealand,4.0,0.0,1
30715,UEFA Euro qualification,2007-03-24,Croatia,North Macedonia,2.0,1.0,1
30716,UEFA Euro qualification,2007-03-24,Cyprus,Slovakia,1.0,3.0,1
30717,UEFA Euro qualification,2007-03-24,Czech Republic,Germany,1.0,2.0,1
30718,Friendly,2007-03-24,El Salvador,Honduras,0.0,2.0,0
30719,UEFA Euro qualification,2007-03-24,Estonia,Russia,0.0,2.0,1
30720,UEFA Euro qualification,2007-03-24,Faroe Islands,Ukraine,0.0,2.0,1
30721,African Cup of Nations qualification,2007-03-24,Gambia,Guinea,0.0,2.0,1
30722,UEFA Euro qualification,2007-03-24,Greece,Turkey,1.0,4.0,1
30723,Friendly,2007-03-24,Guadeloupe,Trinidad and Tobago,2.0,2.0,1
30724,Friendly,2007-03-24,Haiti,Panama,3.0,0.0,0
30725,UEFA Euro qualification,2007-03-24,Republic of Ireland,Wales,1.0,0.0,1
30726,UEFA Euro qualification,2007-03-24,Israel,England,0.0,0.0,1
30727,Friendly,2007-03-24,Japan,Peru,2.0,0.0,1
30728,UEFA Euro qualification,2007-03-24,Kazakhstan,Serbia,2.0,1.0,1
30729,Friendly,2007-03-24,South Korea,Uruguay,0.0,2.0,1
30730,UEFA Euro qualification,2007-03-24,Liechtenstein,Northern Ireland,1.0,4.0,1
30731,UEFA Euro qualification,2007-03-24,Lithuania,France,0.0,1.0,1
30732,UEFA Euro qualification,2007-03-24,Luxembourg,Belarus,1.0,2.0,1
30733,UEFA Euro qualification,2007-03-24,Moldova,Malta,1.0,1.0,1
30734,Friendly,2007-03-24,Montenegro,Hungary,2.0,1.0,1
30735,UEFA Euro qualification,2007-03-24,Netherlands,Romania,0.0,0.0,1
30736,African Cup of Nations qualification,2007-03-24,Nigeria,Uganda,1.0,0.0,1
30737,UEFA Euro qualification,2007-03-24,Norway,Bosnia and Herzegovina,1.0,2.0,1
30738,UEFA Euro qualification,2007-03-24,Poland,Azerbaijan,5.0,0.0,1
30739,UEFA Euro qualification,2007-03-24,Portugal,Belgium,4.0,0.0,1
30740,Friendly,2007-03-24,Qatar,Iran,0.0,1.0,1
30741,UEFA Euro qualification,2007-03-24,Scotland,Georgia,2.0,1.0,1
30742,African Cup of Nations qualification,2007-03-24,Senegal,Tanzania,4.0,0.0,1
30743,African Cup of Nations qualification,2007-03-24,Seychelles,Tunisia,0.0,3.0,1
30744,UEFA Euro qualification,2007-03-24,Spain,Denmark,2.0,1.0,1
30745,African Cup of Nations qualification,2007-03-24,Togo,Sierra Leone,3.0,1.0,1
30746,Friendly,2007-03-24,Venezuela,Cuba,3.0,1.0,1
30747,Friendly,2007-03-24,Kernow,Guernsey,1.0,1.0,1
30748,African Cup of Nations qualification,2007-03-25,Angola,Eritrea,6.0,1.0,1
30749,Friendly,2007-03-25,Barbados,Guatemala,0.0,0.0,1
30750,Friendly,2007-03-25,Bermuda,Canada,0.0,3.0,1
30751,African Cup of Nations qualification,2007-03-25,Botswana,Burundi,1.0,0.0,1
30752,Friendly,2007-03-25,Colombia,Switzerland,3.0,1.0,0
30753,African Cup of Nations qualification,2007-03-25,Congo,Zambia,0.0,0.0,1
30754,African Cup of Nations qualification,2007-03-25,Egypt,Mauritania,3.0,0.0,1
30755,African Cup of Nations qualification,2007-03-25,Equatorial Guinea,Rwanda,3.0,1.0,1
30756,African Cup of Nations qualification,2007-03-25,Kenya,Eswatini,2.0,0.0,1
30757,African Cup of Nations qualification,2007-03-25,Lesotho,Niger,3.0,1.0,1
30758,African Cup of Nations qualification,2007-03-25,Libya,Namibia,2.0,1.0,1
30759,African Cup of Nations qualification,2007-03-25,Madagascar,Ivory Coast,0.0,3.0,1
30760,African Cup of Nations qualification,2007-03-25,Mali,Benin,1.0,1.0,1
30761,African Cup of Nations qualification,2007-03-25,Mauritius,Sudan,1.0,2.0,1
30762,Friendly,2007-03-25,Mexico,Paraguay,2.0,1.0,1
30763,EAFF Championship,2007-03-25,Northern Mariana Islands,Guam,2.0,3.0,1
30764,Friendly,2007-03-25,United States,Ecuador,3.0,1.0,1
30765,African Cup of Nations qualification,2007-03-25,Zimbabwe,Morocco,1.0,1.0,1
30766,Friendly,2007-03-26,Jamaica,Panama,1.0,1.0,1
30767,Friendly,2007-03-27,Brazil,Ghana,1.0,0.0,0
30768,Friendly,2007-03-27,China,Uzbekistan,3.0,1.0,0
30769,Friendly,2007-03-27,El Salvador,Honduras,0.0,2.0,0
30770,UEFA Euro qualification,2007-03-28,Andorra,England,0.0,3.0,0
30771,UEFA Euro qualification,2007-03-28,Azerbaijan,Finland,1.0,0.0,1
30772,UEFA Euro qualification,2007-03-28,Bulgaria,Albania,0.0,0.0,1
30773,Friendly,2007-03-28,Chile,Costa Rica,1.0,1.0,1
30774,Friendly,2007-03-28,Colombia,Paraguay,2.0,0.0,1
30775,UEFA Euro qualification,2007-03-28,Czech Republic,Cyprus,1.0,0.0,1
30776,Friendly,2007-03-28,France,Austria,1.0,0.0,1
30777,UEFA Euro qualification,2007-03-28,Georgia,Faroe Islands,3.0,1.0,1
30778,Friendly,2007-03-28,Germany,Denmark,0.0,1.0,1
30779,UEFA Euro qualification,2007-03-28,Hungary,Moldova,2.0,0.0,1
30780,UEFA Euro qualification,2007-03-28,Republic of Ireland,Slovakia,1.0,0.0,1
30781,UEFA Euro qualification,2007-03-28,Israel,Estonia,4.0,0.0,1
30782,UEFA Euro qualification,2007-03-28,Italy,Scotland,2.0,0.0,1
30783,UEFA Euro qualification,2007-03-28,Liechtenstein,Latvia,1.0,0.0,1
30784,UEFA Euro qualification,2007-03-28,Malta,Greece,0.0,1.0,1
30785,Friendly,2007-03-28,Mexico,Ecuador,4.0,2.0,0
30786,UEFA Euro qualification,2007-03-28,Northern Ireland,Sweden,2.0,1.0,1
30787,UEFA Euro qualification,2007-03-28,Poland,Armenia,1.0,0.0,1
30788,UEFA Euro qualification,2007-03-28,Romania,Luxembourg,3.0,0.0,1
30789,UEFA Euro qualification,2007-03-28,Serbia,Portugal,1.0,1.0,1
30790,UEFA Euro qualification,2007-03-28,Slovenia,Netherlands,0.0,1.0,1
30791,Friendly,2007-03-28,South Africa,Bolivia,0.0,1.0,1
30792,UEFA Euro qualification,2007-03-28,Spain,Iceland,1.0,0.0,1
30793,UEFA Euro qualification,2007-03-28,Turkey,Norway,2.0,2.0,0
30794,UEFA Euro qualification,2007-03-28,Ukraine,Lithuania,1.0,0.0,1
30795,Friendly,2007-03-28,United States,Guatemala,0.0,0.0,1
30796,Friendly,2007-03-28,Venezuela,New Zealand,5.0,0.0,1
30797,UEFA Euro qualification,2007-03-28,Wales,San Marino,3.0,0.0,1
30798,EAFF Championship,2007-04-01,Guam,Northern Mariana Islands,9.0,0.0,1
30799,Friendly,2007-04-04,Angola,Congo,0.0,0.0,1
30800,Friendly,2007-04-17,El Salvador,Haiti,0.0,1.0,1
30801,Friendly,2007-04-18,Argentina,Chile,0.0,0.0,1
30802,Friendly,2007-04-19,Honduras,Haiti,1.0,3.0,1
30803,Friendly,2007-04-24,Seychelles,Réunion,2.0,0.0,1
30804,Friendly,2007-04-26,Mauritius,Réunion,1.0,1.0,1
30805,COSAFA Cup,2007-04-28,Madagascar,Zimbabwe,0.0,1.0,0
30806,COSAFA Cup,2007-04-28,Mozambique,Seychelles,2.0,0.0,1
30807,African Cup of Nations qualification,2007-04-29,DR Congo,Ethiopia,2.0,0.0,1
30808,COSAFA Cup,2007-04-29,Madagascar,Seychelles,5.0,0.0,0
30809,COSAFA Cup,2007-04-29,Mozambique,Zimbabwe,0.0,0.0,1
30810,Muratti Vase,2007-05-06,Guernsey,Jersey,0.0,0.0,1
30811,Friendly,2007-05-09,Chile,Cuba,3.0,0.0,1
30812,Friendly,2007-05-09,Panama,Colombia,0.0,4.0,1
30813,Friendly,2007-05-16,Chile,Cuba,2.0,0.0,1
30814,Friendly,2007-05-16,Thailand,China,1.0,0.0,1
30815,Friendly,2007-05-17,Guadeloupe,Dominica,2.0,0.0,1
30816,Friendly,2007-05-20,Guadeloupe,Dominica,1.0,1.0,1
30817,Friendly,2007-05-21,Eritrea,Sudan,1.0,0.0,1
30818,Friendly,2007-05-23,Ecuador,Republic of Ireland,1.0,1.0,0
30819,Friendly,2007-05-23,Haiti,Chile,0.0,0.0,1
30820,Friendly,2007-05-25,Venezuela,Honduras,2.0,1.0,1
30821,Friendly,2007-05-25,Zimbabwe,Lesotho,1.0,1.0,1
30822,Friendly,2007-05-26,Bolivia,Republic of Ireland,1.0,1.0,0
30823,Friendly,2007-05-26,Eritrea,Sudan,1.0,1.0,1
30824,COSAFA Cup,2007-05-26,Malawi,South Africa,0.0,0.0,0
30825,Friendly,2007-05-26,Namibia,Zambia,1.0,2.0,1
30826,COSAFA Cup,2007-05-26,Eswatini,Mauritius,0.0,0.0,1
30827,Friendly,2007-05-26,Uganda,Tanzania,1.0,1.0,1
30828,Friendly,2007-05-26,Wales,New Zealand,2.0,2.0,1
30829,Friendly,2007-05-27,Botswana,Libya,0.0,0.0,1
30830,Friendly,2007-05-27,Kenya,Nigeria,0.0,1.0,1
30831,COSAFA Cup,2007-05-27,Mauritius,South Africa,0.0,2.0,0
30832,Friendly,2007-05-27,Rwanda,Burundi,1.0,0.0,1
30833,COSAFA Cup,2007-05-27,Eswatini,Malawi,1.0,0.0,1
30834,Friendly,2007-05-28,Congo,DR Congo,2.0,1.0,1
30835,Friendly,2007-05-28,Trinidad and Tobago,Haiti,1.0,0.0,1
30836,Friendly,2007-05-29,Zimbabwe,Burkina Faso,1.0,1.0,1
30837,Friendly,2007-05-30,Austria,Scotland,0.0,1.0,1
30838,Friendly,2007-05-30,Saint Vincent and the Grenadines,Haiti,0.0,3.0,0
30839,Friendly,2007-06-01,England,Brazil,1.0,1.0,1
30840,African Cup of Nations qualification,2007-06-01,Ethiopia,DR Congo,1.0,0.0,1
30841,Friendly,2007-06-01,Indonesia,Hong Kong,3.0,0.0,1
30842,Kirin Cup,2007-06-01,Japan,Montenegro,2.0,0.0,1
30843,Friendly,2007-06-01,Venezuela,Canada,2.0,2.0,1
30844,UEFA Euro qualification,2007-06-02,Albania,Luxembourg,2.0,0.0,1
30845,Friendly,2007-06-02,Australia,Uruguay,1.0,2.0,1
